data+AF8-name,c1,c2,cls+AF8-coef,density,f1.mean,f1.sd,f1v.mean,f1v.sd,f2.mean,f2.sd,f3.mean,f3.sd,f4.mean,f4.sd,hubs.mean,hubs.sd,l1.mean,l1.sd,l2.mean,l2.sd,l3.mean,l3.sd,lsc,n1,n2.mean,n2.sd,n3.mean,n3.sd,n4.mean,n4.sd,t1.mean,t1.sd,t2,t3,t4
ringnorm,0.999931710654688,0.000189317358999,0.838934047322925,0.999611927104831,0.980885070018811,0.003023748631356,0.381515018916201,,9.65949146984373E+AC0-07,,0.946216216216216,,0.594459459459459,,0.996974469066358,0.011224897527609,0.157474428278286,,0.233783783783784,,0.191081081081081,,0.983164992695398,0.441621621621622,0.454404520900856,0.055301853734403,0.245945945945946,0.430675751233043,0.277297297297297,0.447694752508859,0.000615763546798,0.013545345096305,0.002702702702703,0.002567567567568,0.95
puma8NH,0.999986069360442,3.86230639295437E+AC0-05,0.624215793672191,0.999742953393969,0.960222570268535,0.075123368136747,0.353575600766983,,0.995386332072075,,0.999267578125,,0.9962158203125,,0.998614302635251,0.010961971714565,0.159920528558668,,0.17333984375,,0.1749267578125,,0.999310076236725,0.3953857421875,0.457652599269247,0.069825664811716,0.258544921875,0.437861677834143,0.24951171875,0.432756839459823,0.000204290091931,0.000583689797637,0.0009765625,0.000732421875,0.75
puma32H,0.999955971993497,0.000122062862374,1,1,0.99721245285202,0.015125058345228,0.718618547268397,,0.983114812725881,,0.998779296875,,0.983154296875,,0.9998779296875,0.01104854345604,0.189406227966941,,0.34521484375,,0.3377685546875,,0.99971030652523,0.6048583984375,0.497428797147091,0.020239837997184,0.4425048828125,0.49671362899338,0.1500244140625,0.357117147724695,0.000298685782557,0.009047860079983,0.00390625,0.0006103515625,0.15625
prnn+AF8-fglass,0.938575088938064,0.154875100725222,0.90803931701164,0.864244657979027,0.980173825908488,0.024089222493371,0.54852578703447,,0.006246044371732,,0.897196261682243,,0.654205607476635,,0.960640613069416,0.056021435926506,0.186148071765164,,0.350467289719626,,0.350467289719626,,0.960040178181501,0.355140186915888,0.367920778957887,0.153717995012289,0.200934579439252,0.401638738733244,0.228971962616822,0.421156321450288,0.023809523809524,0.115945234234849,0.042056074766355,0.023364485981308,0.555555555555556
pol,0.921004948625175,0.194125301795773,0.950493744710969,0.972426303975821,,,0.235059881175626,,,,0.776933333333333,,0.511066666666667,,0.995997809348669,0.00711705792384,0.097464988591604,,0.094,,0.187666666666667,,0.987585591111111,0.060933333333333,0.245610787882197,0.122638443780549,0.0296,0.169486740042803,0.192,0.393886205761942,0.002551020408163,0.03481905982448,0.0032,0.000866666666667,0.270833333333333
pokerhand,0.426545457364039,0.387995078708107,,,0.984293150387657,0.016491905433502,0.259421647019031,0.237722281838923,0.242384726829128,0.306272034156276,130.383251699207,351.322084345437,0.413013119156464,0.379496505599686,,,0.022172256282009,0.04430612912904,0.029368621906802,0.070604553171025,0.051404263466226,0.07829496874435,,,,,,,,,,,1.2059802146886E+AC0-05,1.08538219321974E+AC0-05,0.9
poker+AC0-hand,0.426555127828859,0.387997454266894,,,0.999977804811914,1.57387889060872E+AC0-05,0.803223755857217,0.302885435169528,0.900809827960676,0.166292224221645,1042.76537265745,5184.71642506216,0.902574331722594,0.190922062171848,,,0.058188879220437,0.08545476127722,0.066375676588554,0.108056247754415,0.069345955109913,0.111833834633139,,,,,,,,,,,9.75601189843211E+AC0-06,6.82920832890248E+AC0-06,0.7
poker,0.999996065069868,1.09098734747404E+AC0-05,,,0.999998392594737,2.17029649764566E+AC0-06,0.999933211970003,,1,,1,,1,,,,0.332813909620202,,0.498832206515058,,0.498832206515058,,,,,,,,,,,,9.75600238046458E+AC0-06,9.75600238046458E+AC0-06,1
pm10,0.999815327154921,0.000511868961546,0.801551947665139,0.992400801603206,0.99881738136508,0.001765139972771,0.963618113018226,,0.560889144914034,,0.99,,0.958,,0.989504395496593,0.043515853952306,0.176083886386206,,0.44,,0.442,,0.995392,0.634,0.482001269494642,0.095115035786355,0.424,0.494685179537155,0.464,0.49920176763471,0.002849002849003,0.002622429163416,0.014,0.002,0.142857142857143
planning+AC0-relax,0.863120568566631,0.310344827586207,0.749856097159043,0.994900127496813,0.998776493363794,0.001036110123756,0.90404478292363,,0.072372530856965,,0.901098901098901,,0.565934065934066,,0.979406624319542,0.071403303381311,0.221827832139809,,0.285714285714286,,0.285714285714286,,0.985720323632412,0.620879120879121,0.455914828509457,0.135151219482757,0.368131868131868,0.483627892408852,0.307692307692308,0.462811673506483,0.010989010989011,0.018204796541816,0.065934065934066,0.032967032967033,0.5
pendigits,0.481783666269573,0.770762008321342,0.934358342897015,0.988544948182428,0.936846480859193,0.063243924903677,0.075434205919404,,0.001109975876756,,0.505549490538573,,0.172125181950509,,0.99754305142381,0.009216636395335,0.004434837159517,,0.006004366812227,,0.011553857350801,,0.839472789129159,0.004184861717613,0.17062009030316,0.086287619586486,0.001819505094614,0.042618772150485,0.024836244541485,0.155632930530833,0.001324503311258,0.030435287187553,0.001455604075691,0.000818777292576,0.5625
pc2,0.038537180887872,0.991735678306156,0.997502382064069,0.485613806032993,0.982383219248542,0.013003255237471,0.030753424481886,,8.00188968788402E+AC0-14,,0.663624977634639,,0.401145106459116,,0.987977497648571,0.005864168682071,0.003975865476164,,0.003936303453212,,0.004473072105922,,0.887162118187,0.011272141706924,,,0.007872606906423,0.08838567031636,0.003936303453212,0.062621965925112,1,,0.006441223832528,0.000178922884237,0.027777777777778
pc1+AF8-req,0.919333980346655,0.197754232813545,0.936627886242554,0.864204545454546,0.988904006135915,0.010350301673634,0.663241708775291,,0,,0.990625,,0.975,,0.968962420917994,0.046566566070405,0.225464686518395,,0.303125,,0.296875,,0.994765625,0.45,,,0.4375,0.496855314716221,0.5,0.500783085836134,0.033333333333333,0.106415734498478,0.025,0.0125,0.5
parkinsons,0.805125007464682,0.409860745201355,0.833604724162731,0.937192704203013,0.875828481422463,0.070202395515811,0.162861502479909,,7.71167528363711E+AC0-10,,0.641025641025641,,0,,0.952195490289321,0.053456414754361,0.077153538185098,,0.082051282051282,,0.107692307692308,,0.89982905982906,0.133333333333333,0.330630017823602,0.100743777867826,0.035897435897436,0.186513286178831,0.117948717948718,0.323377627766827,0.333333333333333,0.568467957355939,0.112820512820513,0.015384615384615,0.136363636363636
page+AC0-blocks,0.476308484222666,0.774957180983862,0.99461293473812,0.536890762520529,0.955868644737697,0.061234919696529,0.103168899246663,,2.09975876171159E+AC0-05,,0.98428649735063,,0.97368901881966,,0.988165861598079,0.006532695687244,0.045651796860181,,0.045678786771423,,0.053718253243194,,0.946746096287377,0.070345331627992,,,0.036725744564224,0.188104836032793,0.056824410743651,0.231527949862969,0.017241379310345,0.124503102481163,0.001827151470857,0.000365430294171,0.2
optdigits,0.474610785765024,0.776248486603066,0.883284907062098,0.9999511697412,,,0.058503009111015,,,,0.867081850533808,,0.65355871886121,,0.999042075250311,0.01330600716828,0.006312256418976,,0.00729537366548,,0.00711743772242,,0.940384651916769,0.006761565836299,0.317249507081083,0.066669008840918,0.003380782918149,0.058051295082454,0.021174377224199,0.143978163393404,0.001686340640809,0.035628410066401,0.011387900355872,0.005160142348754,0.453125
nursery,0.91829583405449,0.2,0.793333333364965,0.999274635388533,0.90625,0.265165042944955,0.068972949671301,,0,,0,,0,,0.996327749066603,0.007979973714748,0,,0,,0,,0.983920134125895,0.002006172839506,0.288888888888889,0.062856361166185,0,0,0,0,0.000263088660879,0.006707837186031,0.000617283950617,0.00054012345679,0.875
no2,0.999988458408895,3.19994880082497E+AC0-05,0.7859532388099,0.992809619238477,0.993699348534768,0.010909600414147,0.801140097613773,,0.321428188166907,,0.962,,0.922,,0.987499463037835,0.042981757043362,0.185667054767159,,0.408,,0.37,,0.99494,0.612,0.475689156191952,0.094648659535582,0.42,0.494052807251113,0.388,0.487782598836259,0.002747252747253,0.004147669282367,0.014,0.002,0.142857142857143
newton+AF8-hema,1,0,0.824112619793765,0.94306269270298,0.943453014886897,0.051185814858473,0.488001500876383,,0.801258992805755,,0.914285714285714,,0.871428571428571,,0.96017916226847,0.074814019938475,0.164735895204834,,0.271428571428571,,0.342857142857143,,0.961530612244898,0.421428571428571,0.390828619796365,0.231885861196156,0.314285714285714,0.465897668168153,0.257142857142857,0.438628151973865,0.01063829787234,0.011366222054252,0.021428571428571,0.014285714285714,0.666666666666667
mv,0.972921214426481,0.071924371140474,,,0.902824778550705,0.136136206426317,0.126013998580742,,0,,0.65779532967033,,0.472650117739403,,,,8.73158966773202E+AC0-05,,0.00083398744113,,0.026834772370487,,,,,,,,,,,,0.000245290423862,4.90580847723705E+AC0-05,0.2
mu284,1,0,0.958135614273104,0.778977753446474,0.844513239116046,0.245500497593433,0.064107376785125,,0,,0,,0,,0.961654499636442,0.045365138891113,0.002577289168642,,0.01056338028169,,0.007042253521127,,0.814558123388217,0.080985915492958,0.210199904335363,0.128057329013884,0.042253521126761,0.201522103290846,0.01056338028169,0.102414488318346,0.142857142857143,0.357828358474724,0.035211267605634,0.003521126760563,0.1
molecular+AC0-biology+AF8-promoters,1,0,1,1,0.969335805586633,0.068119338084471,0.050616675031606,,0.666666666666667,,0.858490566037736,,0.858490566037736,,0.990566037735849,0.097128586235726,0,,0,,0.009433962264151,,0.962976148095408,0.39622641509434,0.480072975006948,0.039683128568265,0.273584905660377,0.447916209594618,0,0,0.025641025641026,0.101213078348498,0.537735849056604,0.405660377358491,0.754385964912281
mfeat+AC0-zernike,0.468995593589281,0.780487804878049,0.629979885195845,0.998372186093047,0.916749758475503,0.111332355288657,0.028394913815543,,7.68385888659869E+AC0-13,,0.5315,,0,,0.995708013117137,0.021950393128064,0.002798652891509,,0.002,,0.0055,,0.8828115,0.012,0.28462832996656,0.122173560589204,0.006,0.077246252282851,0.007,0.083393508372171,0.023255813953488,0.147738563012869,0.0235,0.0065,0.276595744680851
mfeat+AC0-morphological,0.468995593589281,0.780487804878049,0.989257703683701,0.858711855927964,0.863096275391319,0.062463764332961,0.12248539303419,,0,,0.423,,0,,0.984644746433081,0.016258793377021,0.001493438766389,,0.0015,,0.0125,,0.67803925,0.0045,0.043313939842047,0.0552523550788,0.0015,0.038710454009541,0.006,0.077246252282851,0.006172839506173,0.060665545825223,0.003,0.0005,0.166666666666667
mfeat+AC0-karhunen,0.468995593589281,0.780487804878049,0.98400000008,0.999991995997999,0.98106676671926,0.032419657971665,0.040582889814,,1.27393002549317E+AC0-11,,0.6945,,0,,0.9995,0.022360679774998,0,,0,,0.0065,,0.944845,0.022,0.383299756515325,0.064305906659776,0.0095,0.097028125966723,0.0065,0.080380224497355,0.001153402537486,0.014505597289601,0.032,0.018,0.5625
mfeat+AC0-fourier,0.468995593589281,0.780487804878049,0.912335678562894,0.999873936968484,0.929759163934553,0.07996981602325,0.01160824885292,,3.13811986728076E+AC0-21,,0.286,,0,,0.997593361309587,0.022236351271572,0,,0,,0.001,,0.8035385,0.002,0.346466606976079,0.05878858255255,0.0005,0.022360679774998,0.0005,0.022360679774998,0.028571428571429,0.166072811054154,0.038,0.025,0.657894736842105
mc1,0.061481432634127,0.985529593501097,0.995432399777265,0.790722076028434,0.985173004762697,0.012009225609306,0.048063074577705,,7.44965920166575E+AC0-15,,0.46545531375449,,0.368687935770125,,0.993956562572976,0.008314169164789,0.007014480305707,,0.007077963236848,,0.00728924572153,,0.819547448809754,0.014789773927741,,,0.005176420874709,0.071764682204783,0.011620536657511,0.107176085280072,0.5,0.706957381908883,0.004014367208958,0.000105641242341,0.026315789473684
machine+AF8-cpu,0.838496856639727,0.354454699566773,0.919122239819567,0.637973868237026,0.677444429152653,0.150260020175992,0.106106339818937,,0.000254535882401,,0.655502392344498,,0.382775119617225,,0.945605922043266,0.042834005137704,0.04329678625665,,0.047846889952153,,0.023923444976077,,0.808497973947483,0.100478468899522,0.221485365900021,0.197433728034718,0.062200956937799,0.242100062353126,0.038277511961723,0.192326094077249,0.037037037037037,0.150550190501444,0.028708133971292,0.004784688995215,0.166666666666667
lymph,0.61383875097329,0.316793259242616,0.847972973529467,0.997885640742784,0.813419005226442,0.182120205614007,0.054340872084185,0.059204773212907,0.040816326530612,0.099979173174824,0.180241327300151,0.40210800436046,0.152582159624413,0.373748434931706,0.986581868651501,0.081372292797583,0.017014604967822,0.041677100346188,0.014084507042254,0.034499855532157,0.017903718607944,0.036633229040816,0.962335646457268,0.371621621621622,0.425861634962527,0.101610546980321,0.256756756756757,0.43832739637926,0.067567567567568,0.251854675788424,0.018867924528302,0.088170632264361,0.121621621621622,0.067567567567568,0.555555555555556
lowbwt,0.998363672593813,0.004524886877828,0.768906483797286,0.976190476190476,0.924109354288259,0.15969429751092,0.178374156784154,,0,,0.687830687830688,,0.592592592592593,,0.97727880767102,0.069283117214466,0.129035342988318,,0.153439153439154,,0.142857142857143,,0.962683015593068,0.380952380952381,0.35440483951056,0.210984269102226,0.243386243386243,0.430266078020166,0.222222222222222,0.41684393392279,0.01123595505618,0.03039262969379,0.047619047619048,0.005291005291005,0.111111111111111
letter,0.24526451887373,0.91540700092525,0.963169226972766,0.992784529226461,0.98902261825014,0.017818081898275,0.13129963100448,,0.000348152397824,,0.74545,,0.348,,1,0,0.023847401200139,,0.02265,,0.0269,,0.968998645,0.00335,0.212087703347609,0.104469314619392,0.0012,0.03462109084065,0.0401,0.196198661299548,0.000577034045009,0.01391141391236,0.0008,0.0006,0.75
ldpa,0.783728758140502,0.132278526961933,,,0.950512298168161,0.060083593843703,0.413507219247268,0.263167146113995,0.911136666728907,0.04503381116183,10.9050087235854,10.9335786038312,0.923307061165101,0.033612031123668,,,0.101597574666099,0.054212050791862,0.132579135621341,0.091760244927284,0.125723996103726,0.091205624440767,,,,,,,,,,,4.24602693194225E+AC0-05,2.426301103967E+AC0-05,0.571428571428571
kropt,0.840341017961404,0.054087099482745,0.994927656868149,0.998625241052381,0.873749062492282,0.114129664019681,0.246873882889503,0.215700326969141,0.316719053456606,0.36444381500156,7.54018758270171,9.27464237219918,0.526951566031592,0.416094390162985,,,0.079328954831425,0.077581299486463,0.105303509753814,0.118032843038708,0.100264531353623,0.11351008616861,0.999926229052344,,0.498130284719182,0.026124323143778,0.5,0.50000891098814,,,,,0.000213857998289,0.000178214998574,0.833333333333333
kr+AC0-vs+AC0-k,0.840341017961404,0.054087099482745,0.994927656868149,0.998625241052381,0.873749062492282,0.114129664019681,0.246873882889503,0.215700326969141,0.316719053456606,0.36444381500156,7.54018758270171,9.27464237219918,0.526951566031592,0.416094390162985,,,0.07931460657563,0.077578877728628,0.105292682041206,0.11857494909251,0.100073143614729,0.113263248156252,0.999922582937104,,0.498130284719182,0.026124323143778,0.451953236384374,0.497695024376491,,,,,0.000213857998289,0.000178214998574,0.833333333333333
kin8nm,0.999777099004607,0.000617790065783,0.570983710375453,0.999759793761827,0.964544810515336,0.066862030233974,0.384072111765933,,0.994652029033397,,0.9974365234375,,0.9940185546875,,0.999046814798036,0.011008021735497,0.151490195402427,,0.2645263671875,,0.2196044921875,,0.998704805970192,0.3084716796875,0.438208852874384,0.07134464086871,0.189208984375,0.391698447240782,0.2420654296875,0.428359844502933,0.000244738130201,0.001185689442279,0.0009765625,0.0009765625,1
kc1+AC0-top5,0.30797532887292,0.88360855944353,0.761877161261274,0.964080459770115,,,0.011281876242805,,,,0.310344827586207,,0,,0.960274466386922,0.073180374901186,0,,0,,0.048275862068966,,0.695600475624257,0.068965517241379,0.299273350185691,0.141585301998302,0.048275862068966,0.215091533576038,0.020689655172414,0.142836615930841,0.076923076923077,0.252484227247346,0.648275862068966,0.006896551724138,0.01063829787234
kc1+AC0-binary,0.978449329268619,0.057736720554273,0.807974063066222,0.974904214559387,,,0.073071714010729,,,,0.641379310344828,,0,,0.972375834776745,0.078587853213915,0.057896692527053,,0.075862068965517,,0.124137931034483,,0.962473246135553,0.420689655172414,0.418799950843624,0.149188581668586,0.282758620689655,0.451901050438006,0.248275862068965,0.433510131926301,0.5,0.697353584204664,0.648275862068966,0.006896551724138,0.01063829787234
jEdit+AF8-4.2+AF8-4.3,0.991927046405261,0.022094391423715,0.971630064398215,0.863482384823848,0.972088025663201,0.023419248991441,0.655308254009726,,0.003527735348573,,0.951219512195122,,0.921409214092141,,0.97148579496467,0.043613323809121,0.191554530801359,,0.357723577235772,,0.338753387533875,,0.991297067442219,0.552845528455285,0.431495855971199,0.16852653138271,0.311653116531165,0.463797801939607,0.384823848238482,0.48721427956529,0.05,0.202600534325175,0.021680216802168,0.005420054200542,0.25
jEdit+AF8-4.0+AF8-4.2,0.999654076049443,0.00095856853765,0.966136472983375,0.878800032084703,0.953383135955132,0.043699997274065,0.400338647166405,,0.050672951759223,,0.981751824817518,,0.930656934306569,,0.971778470845442,0.053512910018704,0.139942830962645,,0.266423357664233,,0.259124087591241,,0.983989557248655,0.503649635036496,0.41115940344269,0.199644884238391,0.335766423357664,0.473121847137123,0.361313868613139,0.481260277021895,0.009708737864078,0.018947205131682,0.029197080291971,0.007299270072993,0.25
iris,0.91829583405449,0.2,0.888300436826888,0.831946308724832,0.372886676227939,0.233016867544792,0.022438110152255,,0,,0,,0,,0.955102349903453,0.068425737552022,0,,0,,0,,0.481777777777778,0.013333333333333,0.088045287420234,0.043090064238413,0,0,0,0,0.047619047619048,0.181601342558494,0.026666666666667,0.013333333333333,0.5
houses,0.986569033033182,0.036446348128779,0.997999673676623,0.852537075139224,0.895077835887498,0.287447674279168,0.049688988240119,,0.248299236725963,,0.391133720930233,,0.388565891472868,,1,0,0.029707115442114,,0.037209302325581,,0.02359496124031,,0.982085114983324,,0.240876587220102,0.110177568003203,0.029166666666667,0.168277580760398,0.037354651162791,0.189633919689878,0.000462962962963,0.004162896390945,0.000387596899225,4.84496124031008E+AC0-05,0.125
house+AF8-8L,0.876342717713079,0.285423176486057,0.996481323452507,0.883606758587494,0.938971949929489,0.062041002219881,0.305023768743746,,0.113961547026966,,0.995918188202247,,0.994030898876405,,,,0.119980808141959,,0.14576018258427,,0.116880266853933,,0.99881306038919,,0.386632746860042,0.12517277634732,0.181004213483146,0.385030122022154,0.207075140449438,0.405218747798166,0.000552486187845,0.010326249772021,0.000351123595506,4.38904494382022E+AC0-05,0.125
house+AF8-16H,0.876342717713079,0.285423176486057,0.992796354970819,0.883046826414777,0.972762031829419,0.041241202572817,0.315466843308997,,0.064617285750105,,0.998419943820225,,0.994425912921348,,,,0.124628499539354,,0.166432584269663,,0.195970856741573,,0.99902527525846,,0.428339826623062,0.079777899766309,0.18017029494382,0.384337668022355,0.200403792134831,0.400311310906693,0.000961538461538,0.021605724993118,0.000702247191011,4.38904494382022E+AC0-05,0.0625
heart+AC0-switzerland,0.850970399926756,0.123524863324721,0.89701897063234,0.998800479808077,0.953674101388347,0.036772550287115,0.277213298367535,0.155404801393097,,,1.9924287551783,0.968423823128056,0.295467400439531,0.303807120914367,0.985921416133852,0.089425332787542,0.098720395032938,0.062875559842265,0.132080812742672,0.086819284403564,0.15006456358356,0.101734128071843,0.986978650274308,0.83739837398374,0.530551588951285,0.094910534773525,0.642276422764228,0.481290636790815,0.349593495934959,0.478791851098848,0.01010101010101,0.009442080774747,0.097560975609756,0.024390243902439,0.25
heart+AC0-statlog,0.991076059838222,0.024390243902439,0.743030488793092,0.994630318050392,0.884454234154063,0.087862122937967,0.171852639375891,,0.195905883200551,,0.985185185185185,,0.907407407407407,,0.98531312805425,0.059168961770769,0.10459760151855,,0.144444444444444,,0.107407407407407,,0.965349794238683,0.366666666666667,0.399239935051964,0.136193478245068,0.244444444444444,0.430555389002113,0.133333333333333,0.340565896870964,0.0078125,0.043212823123019,0.048148148148148,0.011111111111111,0.230769230769231
heart+AC0-h,0.70647136850181,0.42491594493041,0.853380851157829,0.974809036242483,0.883361829530019,0.119700532856171,0.254525626523937,0.121234407030062,,,2.91986149300663,1.66074404264581,0.462922158875888,0.201211454919268,0.97739425419535,0.053853555548401,0.116318256094368,0.059464052302583,0.140914010440473,0.074910065754115,0.146343158171018,0.097829995428548,0.968334953028831,0.517006802721088,0.440003956249604,0.183452252869667,0.428571428571429,0.495715430863217,0.244897959183673,0.430759892649344,0.015384615384615,0.091515539057268,0.04421768707483,0.006802721088435,0.153846153846154
grub+AC0-damage,0.900122143691371,0.238248881718853,0.612563888970259,0.991369920402178,0.939071842504803,0.085750870844205,0.418495416293813,,0.4864,,0.92258064516129,,0.87741935483871,,0.971954673185651,0.075510653105856,0.149035782132883,,0.232258064516129,,0.193548387096774,,0.967825182101977,0.412903225806452,0.440396891585738,0.114380195978151,0.296774193548387,0.458316988194159,0.316129032258064,0.466471122276491,0.010309278350516,0.016701138314426,0.051612903225807,0.019354838709677,0.375
glass,0.938575088938064,0.154875100725222,0.90803931701164,0.864244657979027,0.980173825908487,0.024089222493371,0.54852578703421,,0.006246044371732,,0.897196261682243,,0.654205607476635,,0.960640613069416,0.056021435926506,0.186164781418488,,0.355140186915888,,0.364485981308411,,0.960040178181501,0.355140186915888,0.367920778957887,0.153717995012289,0.200934579439252,0.401638738733244,0.191588785046729,0.394473916100879,0.021276595744681,0.078536644475037,0.042056074766355,0.023364485981308,0.555555555555556
fruitfly,0.966078097595225,0.089152500917207,0.886139366385849,0.958709677419355,0.992811612100798,0.010776959611824,0.788833935271263,,0.88724279835391,,0.984,,0.936,,0.97036195044145,0.084729086880919,0.280582510364137,,0.392,,0.392,,0.985408,0.72,0.518403702589223,0.281121946045299,0.544,0.500064511967238,0.456,0.500064511967238,0.024390243902439,0.035685345766001,0.032,0.008,0.25
fried,0.999996790015353,8.89992102592885E+AC0-06,,,0.951280555117993,0.073605351000085,0.215532146972646,,1,,1,,1,,,,0.112042543169904,,0.161204866562009,,0.13876079277865,,,,,,,,,,,,0.000245290423862,0.000245290423862,1
fri+AF8-c4+AF8-500+AF8-50,0.997736670342035,0.006252392497129,1,1,0.995484365960324,0.016124747909499,0.411174957886319,,0.308744791747267,,0.944,,0.382,,0.998,0.044721359549996,0.174518069479734,,0.278,,0.256,,0.995596,0.62,0.49850334081447,0.01592644071644,0.462,0.499053211808553,0.008,0.089173447884531,0.00763358778626,0.059947567616899,0.1,0.086,0.86
fri+AF8-c4+AF8-500+AF8-25,0.986616519848809,0.03632022118889,1,1,0.991198900947231,0.022677678114219,0.474558512731976,,0.372667218476948,,0.958,,0.744,,0.998,0.044721359549996,0.168045927487813,,0.3,,0.304,,0.994632,0.56,0.492031177679992,0.02913813071025,0.38,0.485872559719704,0.126,0.332181711385136,0.004694835680751,0.031994778783896,0.05,0.04,0.8
fri+AF8-c4+AF8-500+AF8-10,0.992183779438731,0.021400531847537,0.642000001437333,0.998765531062124,0.983176056265829,0.043792765025029,0.547552316634116,,0.231454406287483,,0.94,,0.794,,0.995472782451599,0.044536179043077,0.172811190421559,,0.322,,0.336,,0.990868,0.422,0.45360887615807,0.066834616106432,0.23,0.421253973060954,0.322,0.467710922487414,0.003401360544218,0.005479916623199,0.02,0.014,0.7
fri+AF8-c4+AF8-250+AF8-50,0.995378438820226,0.012718600953895,1,1,0.994258971559908,0.010254854371508,0.387665500285149,,0.180205800019553,,0.936,,0,,0.996,0.063245553203368,0.183507872475359,,0.228,,0.32,,0.99136,0.612,0.499326219416982,0.01774065609865,0.464,0.499702722871289,0.004,0.063245553203368,0.010752688172043,0.064287340006307,0.2,0.168,0.84
fri+AF8-c4+AF8-250+AF8-25,0.99440665256278,0.015368982598755,1,1,0.987173605539481,0.025495081633051,0.440327079311684,,0.337605362918525,,0.956,,0.596,,0.996,0.063245553203368,0.163941158235788,,0.292,,0.264,,0.989216,0.564,0.491609903789133,0.032615064643437,0.368,0.483228765866274,0.06,0.237963245111711,0.008849557522124,0.049677391602314,0.1,0.08,0.8
fri+AF8-c4+AF8-250+AF8-10,0.997043340210421,0.0081585824463,0.845333334071111,0.999293172690763,0.981675445906683,0.039498343553626,0.582198743525472,,0.376402046956641,,0.924,,0.736,,0.994345117129143,0.063118603693728,0.175093984671103,,0.34,,0.348,,0.987216,0.492,0.467613769979326,0.073948651058531,0.304,0.460905342711233,0.288,0.453739482602395,0.005405405405405,0.007565149857202,0.04,0.028,0.7
fri+AF8-c4+AF8-100+AF8-50,0.989587521222055,0.028391167192429,1,1,0.990371037651112,0.010997451832867,0.263061626918771,,0.028455895658822,,0.88,,0,,0.99,0.1,0.165955686587757,,0.15,,0.22,,0.9787,0.62,0.498356072223568,0.017849863167785,0.45,0.5,0.02,0.14070529413629,0.015625,0.042496498455195,0.5,0.37,0.74
fri+AF8-c4+AF8-100+AF8-25,0.995378438820226,0.012718600953895,1,1,0.97062904502499,0.04635997793325,0.241113544056767,,0.20272572205653,,0.9,,0,,0.99,0.1,0.139349040837882,,0.14,,0.12,,0.9727,0.48,0.496068671784414,0.033965569945006,0.35,0.479372485441102,0.02,0.14070529413629,0.015625,0.043748015828022,0.25,0.19,0.76
fri+AF8-c4+AF8-100+AF8-10,0.99740158856774,0.007174172977282,0.9800000001,0.99979797979798,0.970594435143455,0.040613160656399,0.386926818346073,,0.206302987981728,,0.87,,0.36,,0.99,0.1,0.154600807441815,,0.24,,0.27,,0.9695,0.53,0.469661786723421,0.081234434253381,0.36,0.482418151324422,0.17,0.377525168068637,0.014705882352941,0.015784990815035,0.1,0.06,0.6
fri+AF8-c4+AF8-1000+AF8-50,0.989587521222055,0.028391167192429,1,1,0.99562554725885,0.014618333428954,0.479887474624437,,0.376520161862302,,0.979,,0.76,,0.999,0.031622776601684,0.160471983248488,,0.31,,0.31,,0.997652,0.599,0.498223598953103,0.01660679523562,0.464,0.498951854343636,0.011,0.104354635210372,0.003067484662577,0.036386748024624,0.05,0.044,0.88
fri+AF8-c4+AF8-1000+AF8-25,0.993616753453614,0.017517217862963,1,1,0.994035660845573,0.019720163182306,0.580125316401243,,0.331276159241256,,0.942,,0.813,,0.999,0.031622776601684,0.175300347275906,,0.332,,0.313,,0.99742,0.584,0.492739435184672,0.028914974427805,0.4,0.490143081395872,0.164,0.370460849809047,0.002232142857143,0.024428769536762,0.025,0.021,0.84
fri+AF8-c4+AF8-1000+AF8-10,0.989587521222055,0.028391167192429,0.596497620361771,0.998728728728729,0.983834305933045,0.031943770863617,0.571013596488857,,0.386488302770043,,0.962,,0.911,,0.997282955108417,0.031521600186784,0.163475631410196,,0.354,,0.322,,0.995464,0.431,0.455105205902927,0.069139024580691,0.267,0.44261372200476,0.284,0.451162440311189,0.001869158878505,0.003769292724537,0.01,0.007,0.7
fri+AF8-c3+AF8-500+AF8-50,0.988148956306428,0.032239783388955,1,1,0.994761077986361,0.018570583583136,0.41046335983855,,0.241816287083975,,0.956,,0.456,,0.998,0.044721359549996,0.162571563378716,,0.278,,0.248,,0.99536,0.616,0.499282444714264,0.016923313400924,0.472,0.499715349836008,0.012,0.108994309571822,0.004347826086957,0.035606545563373,0.1,0.088,0.88
fri+AF8-c3+AF8-500+AF8-5,0.998048596316561,0.005393416202588,0.96775621922655,0.923390781563126,0.980556058947374,0.031732822261631,0.546729029686163,,0.380749747671552,,0.948,,0.89,,0.975941820576938,0.037736614939099,0.164413067718579,,0.31,,0.368,,0.973008,0.206,0.362044351027889,0.108666838292606,0.116,0.320545627014308,0.312,0.463773837494839,0.004424778761062,0.00876133456068,0.01,0.006,0.6
fri+AF8-c3+AF8-500+AF8-25,0.989587521222055,0.028391167192429,1,1,0.991902549667008,0.021712203206251,0.518777153454563,,0.32902701849604,,0.956,,0.77,,0.998,0.044721359549996,0.172495392438,,0.308,,0.292,,0.9947,0.582,0.493632582483829,0.029024673405712,0.4,0.490388582579007,0.114,0.318129553524427,0.004504504504505,0.034508540191284,0.05,0.042,0.84
